Recipe Title,Has meat,Meat types,Meat quantity (kg),Carbon footprint,Rating,Website,Servings
"
	Chocolate Chip Cookie Pie Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.2,allrecipes,1 - 9 inch pie
"
	Super Sausage Gravy Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,4 servings
Chocolate Raspberry Bars with White Chocolate and Almonds Recipe : Giada De Laurentiis : Recipes : Food Network,True,['egg'],[0.018000000000000002],0.0864,4,food network,16 bars		
"
	Lamb Meatballs Recipe - Allrecipes.com
",True,"['lamb', 'egg']","[0.9070294784580498, 0.006]",35.584355555555554,4.1,allrecipes,24 servings
Creamy Cucumber Salad Recipe : Ina Garten : Recipes : Food Network,False,[],0,0.0,4,food network,8 servings		
"
	Sausage Pasta Recipe - Allrecipes.com
",True,"['chicken', 'cheese']","[0.4394171344332936, 0]",3.0319782275897262,4.5,allrecipes,6 servings
"
	Sugarfree Pumpkin Pie Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.5,allrecipes,1 - 9 inch pie
Crispy Potato Skins With Salsa Dip Recipe - Taste.com.au,False,[],0,0.0,5,taste,Ingredients (serves 4)
"
	Easy Beer and Ketchup Meatballs Recipe - Allrecipes.com
",True,['beef'],[0.6802721088435374],18.36734693877551,3.7,allrecipes,6 to 8 servings
"
	Brine for Smoked Salmon Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,1 gallon
"
	Pain Perdu I Recipe - Allrecipes.com
",True,"['egg', 'egg']","[0.027, 0.006]",0.1584,3.4,allrecipes,4 servings
Sangria Recipe : Alton Brown : Recipes : Food Network,False,[],0,0.0,5,food network,approximately 54 ounces or 12 to 13 servings		
Caesar Salad Recipe : Ree Drummond : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
"
	Do-Ahead Breakfast Bake  Recipe from Betty Crocker
",True,"['cheese', 'egg']","[0.2834949254408346, 0.024]",3.942381493451267,,betty crocker,12 servings 
"
	Chocolate Covered Cherries Recipe - Allrecipes.com
",False,[],0,0.0,4.7,allrecipes,60 pieces
Grilled Vegetables and Chickpeas with Couscous Recipe | MyRecipes.com,True,['cheese'],[0.035436865680104325],0.47839768668140836,,myrecipes,4 servings (serving size: 1 3/4 cups couscous mixture and 1 tablespoon cheese)
Baked Lemon Sole with Sauteed Swiss Chard Recipe : Sunny Anderson : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
"
	Perfect Pita Chips Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,8 servings
"









Grilled Leg of Lamb with Rosemary, Garlic, and Mustard Recipe
 at Epicurious.com",True,['lamb'],[4.081632653061225],160.00000000000003,4.4,epicurious, Makes 10 to 12 servings
Classic Shepherd's Pie Recipe - Taste.com.au,True,"['lamb', 'beef']","[0, 0]",0.0,4.5,taste,Ingredients (serves 4)
"
	Garlic Brussels Sprouts with Crispy Bacon Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,5.0,allrecipes,6 servings
"
	Vegetable Dill Dip Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,2 cups
"
	Veggie Pot Pie Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,6 servings
"
	Spiced Butternut Squash Muffins Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.0,allrecipes,12 muffins
"
	Apple Cranberry Crisp Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,1 - 8x8 inch dish
"
	No Bake Cookies I Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,3 dozen
"
	Mexican Corn on the Cob (Elote) Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.7,allrecipes,4 servings
Bananas Foster Upside-Down Cake Recipe | MyRecipes.com,True,['egg'],[0.012],0.0576,,myrecipes,Makes 8 servings
"
	Mid-Summer Italian Bread Salad Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,4 to 6 servings
"
	Zucchini Apple Bread Recipe - Allrecipes.com
",True,['egg'],[0.024],0.1152,4.5,allrecipes,2 - 9x5 inch loaves
Roast Chicken with Balsamic Bell Peppers Recipe | MyRecipes.com,True,"['chicken', 'chicken']","[0.2834949254408346, 0]",1.9561149855417588,,myrecipes,4 servings (serving size: 1 breast half and about 1/2 cup bell pepper mixture)
"
	Slow Cooker Teriyaki Chicken Wings  Recipe from Betty Crocker
",True,['chicken'],[12.698412698412698],87.61904761904762,,betty crocker,24 servings (1 wing each)
"
	Hobo Stew Recipe - Allrecipes.com
",True,['beef'],[0.4535147392290249],12.244897959183673,4.0,allrecipes,6 servings
Miso-Glazed Salmon Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,4 servings
"
	Brown Sugar Smokies Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,12 servings
"
	Easy Masoor Daal Recipe - Allrecipes.com
",False,[],0,0.0,4.4,allrecipes,4 servings
"
	Yummy Veal Meat Loaf Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.5,allrecipes,8 servings
"
	Napa Cabbage Salad Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,6 servings
Manhattan Fish Chowder with Roasted Fingerling Potatoes and Bacon Relish Recipe : Bobby Flay : Recipes : Food Network,False,[],0,0.0,,food network,
"
	Blueberry Crumb Bars Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.5,allrecipes,1 9x13-inch pan
"
	Stuffed Peppers with Turkey and Vegetables Recipe - Allrecipes.com
",True,['turkey'],[0.4535147392290249],4.9433106575963714,4.4,allrecipes,4 servings
"
	Little Smokies Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,16 servings
"
	Homemade Dumplings  Recipe from Betty Crocker
",False,[],0,0.0,,betty crocker,10 dumplings 
"
	Oma's Cottage Cheesecake Recipe - Allrecipes.com
",True,"['cheese', 'egg']","[0, 0.012]",0.0576,4.5,allrecipes,1 - 8 inch square pan
"
	Chinese Sizzling Rice Soup Recipe - Allrecipes.com
",True,"['chicken', 'egg', 'chicken']","[0.08504847763225037, 0.006, 0]",0.6156344956625277,4.5,allrecipes,6 servings
"
	Honey Walnut Shrimp Recipe - Allrecipes.com
",True,['egg'],[0.024],0.1152,4.5,allrecipes,4 servings
"
	Four Cheese Macaroni and Cheese Recipe - Allrecipes.com
",True,"['cheese', 'cheese', 'cheese', 'cheese', 'egg']","[0, 0, 0.02834949254408346, 0.4535147392290249, 0.006]",6.533967128936964,4.2,allrecipes,9 servings
German Potato Salad Recipe : Bobby Flay : Recipes : Food Network,False,[],0,0.0,4,food network,8 servings		
"
	Crawfish Fettuccine I Recipe - Allrecipes.com
",True,"['cheese', 'cheese']","[0.2551454328967511, 0]",3.4444633441061403,4.7,allrecipes,8 servings
Szechwan Long Green Beans Recipe : Emeril Lagasse : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
"









Hot Chocolate Cakes with Mango and Ginger Recipe
 at Epicurious.com",True,['egg'],[0.006],0.0288,5.0,epicurious, Makes 4
"
	Delicious Oat Bran Cereal Recipe - Allrecipes.com
",False,[],0,0.0,4.2,allrecipes,1 serving
Tuna Pasta Bake Recipe - Taste.com.au,True,"['cheese', 'tuna']","[0, 0]",0.0,4.5,taste,Ingredients (serves 4)
"
	Layered Peppermint Bark Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,2 pounds
Coffee Liqueur Ice Cream Pie Recipe : Guy Fieri : Recipes : Food Network,False,[],0,0.0,5,food network,8 to 12 servings		
"
	Quick Creamy Potato Soup Recipe - Allrecipes.com
",True,['chicken'],[0.3614560299370641],2.4940466065657425,4.6,allrecipes,6 servings
"
	Banana Chocolate Chip Cookies Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.3,allrecipes,3 dozen
"
	Spiced Slow Cooker Applesauce Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,8 servings
"
	Angel Food Cake I Recipe - Allrecipes.com
",True,['egg'],[0.009000000000000001],0.0432,4.4,allrecipes,1 - 10 inch cake
Sweet Potato Home Fries Recipe : Paula Deen : Recipes : Food Network,False,[],0,0.0,4,food network,6 servings		
"
	Delicious Ham and Potato Soup Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,4.8,allrecipes,8 servings
Asian Snap Pea Salad with Sesame-Orange Dressing Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,6 servings (serving size: 1 1/3 cups)
"
	Easy Baked Tilapia Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,4 servings
"
	Basic Biscuits Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,8 to 12 biscuits
"
	Apple-Glazed Pork Chops Recipe - Allrecipes.com
",True,['pork'],[0],0.0,4.0,allrecipes,4 servings
Fortune Cookies Recipe : Paula Deen : Recipes : Food Network,True,['egg'],[0.012],0.0576,4,food network,16 cookies		
"Warm Brie with Fuji Apple, Pear and Melba Toasts Recipe : Rachael Ray : Recipes : Food Network",True,['cheese'],[0.4535147392290249],6.122448979591836,4,food network,4 servings		
"
	Lemon-Poppy Seed Cake  Recipe from Betty Crocker
",True,['egg'],[0.018000000000000002],0.0864,,betty crocker,16 servings 
Lemon Garlic Sirloin Tips Recipe : Rachael Ray : Recipes : Food Network,False,[],0,0.0,4,food network,4 to 6 servings		
"
	Easy OREO Truffles Recipe - Allrecipes.com
",True,['cheese'],[0.2551454328967511],3.4444633441061403,4.8,allrecipes,3 -1/2 dozen
"
	Cajun Appetizer Meatballs Recipe - Allrecipes.com
",True,"['beef', 'egg']","[0.4535147392290249, 0.006]",12.273697959183673,4.5,allrecipes,4 servings
"
	Buttercream Icing Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,2 -1/2 cups
"
	Broccoli and Ramen Noodle Salad Recipe - Allrecipes.com
",True,['chicken'],[0.1417474627204173],0.9780574927708794,4.7,allrecipes,6 servings
"
	Italian Pepperoni-Vegetable Quiche  Recipe from Betty Crocker
",True,"['cheese', 'egg']","[0.21262119408062596, 0.03]",3.0143861200884507,,betty crocker,6 servings
Cheat's Roast Turkey Recipe - Taste.com.au,True,['turkey'],[2.0],21.8,5,taste,Ingredients (serves 6)
"
	Six Can Chicken Tortilla Soup Recipe - Allrecipes.com
",True,"['chicken', 'chicken']","[0.4677666269773771, 0.3118444179849181]",5.379316210239837,4.5,allrecipes,6 servings
"
	Slow Cooker Sweet Potato Casserole Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.5,allrecipes,8 servings
"
	Sparkling Holiday Jam Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,12 - 8 ounce jars
"
	Tom and Jerry Batter Recipe - Allrecipes.com
",True,['egg'],[0.07200000000000001],0.3456,4.9,allrecipes,12 cups
"
	Vietnamese Salad Rolls Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,8 salad rolls
"
	Mom's Pie Crust Recipe - Allrecipes.com
",False,[],0,0.0,4.7,allrecipes,2 pie crusts
Zucchini Frittata Recipe : Michael Chiarello : Recipes : Food Network,True,['egg'],[0.048],0.2304,5,food network,4 to 6 servings		
"
	Tabbouleh I Recipe - Allrecipes.com
",False,[],0,0.0,4.4,allrecipes,8 servings
Blueberry Coffee Cake Recipe : Ellie Krieger : Recipes : Food Network,True,['egg'],[0.012],0.0576,5,food network,"12 servings, serving size 1 piece		"
"
	Quick Peach Melba Recipe - Allrecipes.com
",False,[],0,0.0,5.0,allrecipes,8 servings
"









Feta, Cucumber and Spinach Pita Sandwiches Recipe
 at Epicurious.com",True,['cheese'],[0.22679594035266767],3.0617451947610137,4.3,epicurious, 4 Servings
"
	Lady Linda's Delightful Shrimp and Scallop Stir-Fry Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,3.7,allrecipes,4 servings
"
	Colorado Green Chili (Chile Verde) Recipe - Allrecipes.com
",True,"['pork', 'chicken']","[0.6802721088435374, 0]",8.231292517006802,4.6,allrecipes,6 servings
"
	Huckleberry Cream Cheese Pie Recipe - Allrecipes.com
",True,['cheese'],[0.1417474627204173],1.9135907467256335,4.0,allrecipes,1 9-inch pie
"
	Lots of Chocolate Cherry Cookies Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,5.0,allrecipes,24 cookies
Roasted Eggplant and Garlic Soup Recipe | MyRecipes.com,True,['egg'],[0.012],0.0576,,myrecipes,3 cups
"
	Oven-Roasted Asparagus Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.8,allrecipes,4 servings
"









Persian Cucumber and Purple Rice Salad Recipe
 at Epicurious.com",False,[],0,0.0,3.35,epicurious, Makes 8 servings
"
	Greek Orzo Salad Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.5,allrecipes,6 servings
"
	Cinnamon Raisin Bread I Recipe - Allrecipes.com
",True,['egg'],[0.018000000000000002],0.0864,4.6,allrecipes,3 loaves
Plain Brown Popper Recipe : Alton Brown : Recipes : Food Network,False,[],0,0.0,5,food network,1 serving		
"
	Big Charlie's Gumbo Recipe - Allrecipes.com
",True,['beef'],[0.22675736961451246],6.122448979591836,4.6,allrecipes,10 servings
"
	Fresh Tomato Pie Recipe - Allrecipes.com
",True,"['cheese', 'cheese']","[0.009355332539547543, 0]",0.12629698928389183,4.4,allrecipes,1 9-inch pie
"









Blueberry Crisp with Oatmeal and Almond Topping Recipe
 at Epicurious.com",False,[],0,0.0,4.55,epicurious, Makes 6 servings
"
	Balsamic Cream Sauce Recipe - Allrecipes.com
",True,"['chicken', 'cheese']","[0, 0]",0.0,4.6,allrecipes,1 1/2 cups
"
	Cantaloupe Bread with Praline Glaze Recipe - Allrecipes.com
",True,['egg'],[0.018000000000000002],0.0864,4.5,allrecipes,2 - 9x5 inch loaves
Chinese Cucumber Salad Recipe :   : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings as a side dish		
"
	Hot Dip Recipe - Allrecipes.com
",True,['cheese'],[0.2551454328967511],3.4444633441061403,4.3,allrecipes,3 cups
Tomato Basil Soup Recipe :   : Recipes : Food Network,True,['chicken'],[0],0.0,4,food network,4 to 6 servings		
Aromatic Lamb Meatballs Recipe : Nigella Lawson : Recipes : Food Network,True,"['lamb', 'egg']","[0.4535147392290249, 0.006]",17.80657777777778,5,food network,approximately 78 lamb meatballs		
"
	Eggplant, Zucchini and Sweet Red Pepper Stew Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.2,allrecipes,4 servings
"
	Oatmeal Whole Wheat Quick Bread Recipe - Allrecipes.com
",False,[],0,0.0,4.2,allrecipes,1 loaf
"
	Turkey Brine Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,2 gallons
"
	Creamy Banana Pudding Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,8 servings
"
	Applesauce Cake I Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,1 - 8 inch square cake
Snickerdoodles Recipe : Emeril Lagasse : Recipes : Food Network,True,['egg'],[0.012],0.0576,5,food network,about 20 cookies		
Beer-Simmered Bratwurst with Onions and Red Cabbage Sauerkraut Recipe : Bobby Flay : Recipes : Food Network,True,['egg'],[0.0],0.0,4,food network,8 servings		
"
	Pink Castle Cake  Recipe from Betty Crocker
",True,['egg'],[0.036000000000000004],0.1728,,betty crocker,30 servings
"
	Beef Barley Vegetable Soup Recipe - Allrecipes.com
",True,"['beef', 'beef']","[1.8140589569160996, 0]",48.97959183673469,4.7,allrecipes,10 servings
"
	Classy Green Bean Casserole Recipe - Allrecipes.com
",False,[],0,0.0,4.1,allrecipes,6 servings
"









Oreo Overkill Pie Recipe
 at Epicurious.com",False,[],0,0.0,4.4,epicurious, Makes 8 servings
"
	Chocolate Chip Pecan Pie Recipe - Allrecipes.com
",True,['egg'],[0.018000000000000002],0.0864,4.3,allrecipes,1 pie
"
	Amish Macaroni Salad Recipe - Allrecipes.com
",True,['egg'],[0.018000000000000002],0.0864,4.5,allrecipes,6 servings
"Broccoli-Cheese Casserole Recipe : Aaron McCargo, Jr. : Recipes : Food Network",True,['cheese'],[0.4535147392290249],6.122448979591836,4,food network,4 to 6 servings		
"
	Buffalo Chicken Wontons Recipe - Allrecipes.com
",True,"['chicken', 'cheese']","[0.3401939105290015, 0]",2.3473379826501106,4.5,allrecipes,45 Wontons
Clotted Cream Recipe : Alton Brown : Recipes : Food Network,False,[],0,0.0,5,food network,1 cup		
"
	Gluten Free Chocolate Cupcakes Recipe - Allrecipes.com
",True,['egg'],[0.024],0.1152,4.0,allrecipes,24 cupcakes
Roasted Butternut Squash Soup and Curry Condiments Recipe : Ina Garten : Recipes : Food Network,True,['chicken'],[0],0.0,4,food network,4 servings		
"
	Grandmother's Famous Cranberry Bread Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.5,allrecipes,1 - 9x5x3 inch loaf
Lemon Cheesecake Pies Recipe | MyRecipes.com,True,"['cheese', 'egg']","[0.2834949254408346, 0.006]",3.855981493451267,,myrecipes,Makes 16 servings
"
	Honey Butter Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,8 servings
Muffuletta Sandwich on Sourdough Bread Recipe : Emeril Lagasse : Recipes : Food Network,False,[],0,0.0,4,food network,2 to 4 servings		
"









Toffee Brownies Recipe
 at Epicurious.com",True,"['egg', 'cheese']","[0.024, 0.17009695526450075]",2.4115088960707602,4.3,epicurious, Makes 24
Mexican Wedding Cookies Recipe :   : Recipes : Food Network,False,[],0,0.0,4,food network,50 cookies		
"
	Chicken and Wild Rice Soup Recipe - Allrecipes.com
",True,"['chicken', 'chicken', 'chicken']","[0.15592220899245904, 0, 0]",1.0758632420479675,4.0,allrecipes,4 servings
"
	Wedding Cake Recipe - Allrecipes.com
",True,['egg'],[0.042],0.2016,4.1,allrecipes,1 - 9x13 inch pan or 1 - 10 inch Bunt pan
"
	Fresh Strawberry Pie I Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,2 pies
"
	Cornbread Stuffing With Sausage Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,4.5,allrecipes,12 servings
"
	Very Chocolate Ice Cream Recipe - Allrecipes.com
",True,['egg'],[0.018000000000000002],0.0864,4.7,allrecipes,8 (1/2 cup) servings
"
	Bay Scallop Chowder Recipe - Allrecipes.com
",True,"['chicken', 'egg']","[0, 0.006]",0.0288,4.3,allrecipes,4 servings
"
	Absolutely the BEST Rich and Creamy Blue Cheese Dressing Ever! Recipe - Allrecipes.com
",True,['cheese'],[0.07087373136020865],0.9567953733628167,4.7,allrecipes,6 (2 tablespoon) servings
"
	Jenny's Grilled Chicken Breasts Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,4.4,allrecipes,4 servings
"
	Glo's Sausage Fried Rice Recipe - Allrecipes.com
",True,"['pork', 'egg']","[0.4535147392290249, 0.03]",5.631528344671201,4.5,allrecipes,8 servings
"
	Slow Cooker Spare Ribs Recipe - Allrecipes.com
",True,['pork'],[0.9070294784580498],10.975056689342402,4.2,allrecipes,4 servings
"
	Bacon Crackers Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,30 servings
"
	Lemon Poppy Seed Loaf Recipe - Allrecipes.com
",True,['egg'],[0.018000000000000002],0.0864,4.1,allrecipes,2 - 9x5 inch loaves
"
	Pumpkin, Spinach, and Feta Frittata Recipe - Allrecipes.com
",True,"['cheese', 'cheese', 'egg']","[0.19844644780858423, 0, 0.048]",2.909427045415887,4.2,allrecipes,4 serving
"
	Feta-Topped Chicken  Recipe from Betty Crocker
",True,"['chicken', 'cheese']","[2.380952380952381, 0.035436865680104325]",16.90696911525284,,betty crocker,4 servings
Chilled Blueberry Soup Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,Makes 4 servings
"
	Vegetarian Carrot Cake Recipe - Allrecipes.com
",False,[],0,0.0,4.4,allrecipes,1 - 8 inch round pan
"
	BBQ Pork for Sandwiches Recipe - Allrecipes.com
",True,"['beef', 'pork']","[0.4252423881612519, 1.3605442176870748]",27.944129514367404,4.8,allrecipes,12 servings
Smothered Pork Chops Recipe : Tyler Florence : Recipes : Food Network,True,"['pork', 'chicken']","[0, 0]",0.0,5,food network,4 servings		
"Thick, Chewy Chocolate Chip Cookies Recipe | MyRecipes.com",True,['egg'],[0.012],0.0576,,myrecipes,Makes about 28 cookies
"
	Cream of Pumpkin Soup Recipe - Allrecipes.com
",True,['chicken'],[0.4677666269773771],3.227589726143902,4.3,allrecipes,6 servings
Gina's Sweet Potato Salad Recipe : Patrick and Gina Neely : Recipes : Food Network,False,[],0,0.0,4,food network,4 to 6 servings		
"
	Tomato Cucumber Salad Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,4 servings
"
	Steamed Blue Crabs Recipe - Allrecipes.com
",False,[],0,0.0,4.9,allrecipes,6 servings
"
	Roasted Eggplant and Mushrooms Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,3.5,allrecipes,2 servings
"
	Brunch Potato Casserole Recipe - Allrecipes.com
",True,['cheese'],[0.4535147392290249],6.122448979591836,4.5,allrecipes,15 servings
"
	Chocolate-Chocolate Chip Bacon Cookies Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.6,allrecipes,3 dozen cookies
Parmesan Potato Pancakes Recipe | MyRecipes.com,True,"['egg', 'cheese']","[0.006, 0]",0.0288,,myrecipes,4 servings (serving size: 2 pancakes)
"
	Virgin Strawberry Daiquiri Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,1 drink
"
	Colored Sugar Recipe - Allrecipes.com
",False,[],0,0.0,4.9,allrecipes,1 cup
Red Wine Sangria Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,Makes 7 servings (serving size: 7 ounces)
Saut̩ed Tilapia with Lemon-Peppercorn Pan Sauce Recipe | MyRecipes.com,True,['chicken'],[0],0.0,,myrecipes,2 servings (serving size: 1 fillet and 2 tablespoons sauce)
Croissant French Toast With Fresh Strawberry Syrup Recipe | MyRecipes.com,True,['egg'],[0.012],0.0576,,myrecipes,Makes 4 servings
Praline Bacon Recipe : Alton Brown : Recipes : Food Network,False,[],0,0.0,5,food network,4 to 6 servings		
Creamy Pecan Pralines Recipe : Emeril Lagasse : Recipes : Food Network,False,[],0,0.0,5,food network,about 10 pralines		
Prime Rib with Spicy Horseradish Sauce Recipe | MyRecipes.com,True,['beef'],[3.1746031746031744],85.71428571428571,,myrecipes,Makes 6 to 8 servings
"
	Hawaiian Spareribs Recipe - Allrecipes.com
",True,['pork'],[1.3605442176870748],16.462585034013603,4.1,allrecipes,6 servings
"
	Pizza Pinwheels Recipe - Allrecipes.com
",True,['cheese'],[0.05669898508816692],0.7654362986902534,4.4,allrecipes,16 pinwheels
Chicken Chasseur (Hunter-style Chicken) Recipe : Bobby Flay : Recipes : Food Network,True,"['chicken', 'chicken']","[2.2675736961451247, 0]",15.646258503401361,5,food network,4 servings		
Florida Chocolate-Dipped Coconut Patties Recipe :   : Recipes : Food Network,True,['egg'],[0.006],0.0288,5,food network,18 pieces		
"
	Creamy Carrot Soup Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,3 cups
Jerk Turkey Tenderloin With Raspberry-Chipotle Sauce Recipe | MyRecipes.com,True,['turkey'],[0.6802721088435374],7.414965986394558,,myrecipes,Makes 6 servings
"
	Egg Noodles Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.7,allrecipes,6 to 8 servings
"
	Barbeque Bratwursts Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,4 servings
"
	Chicken Enchiladas  Recipe from Betty Crocker
",True,"['turkey', 'chicken', 'cheese']","[0, 0, 0.1417474627204173]",1.9135907467256335,,betty crocker,6 servings
"
	Ratatouille Bake Recipe - Allrecipes.com
",True,"['egg', 'cheese', 'cheese']","[0.012, 0.2551454328967511, 0.021262119408062594]",3.789101956114985,4.5,allrecipes,6 servings
"
	Elephant Ears Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,15 ears
Stewed Collard Greens Recipe :   : Recipes : Food Network,False,[],0,0.0,5,food network,6 servings		
"
	Cheesy Rice and Broccoli Recipe - Allrecipes.com
",True,"['chicken', 'cheese']","[0, 0.22675736961451246]",3.061224489795918,4.4,allrecipes,8 servings
Garlic Hasselback Potatoes with Herbed Sour Cream Recipe : Sunny Anderson : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
"
	Coconut Curry Tofu Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,6 servings
