Recipe Title,Has meat,Meat types,Meat quantity (kg),Carbon footprint,Rating,Website,Servings
"
	Turkey Wild Rice Soup II Recipe - Allrecipes.com
",True,"['turkey', 'turkey']","[0, 0]",0.0,4.7,allrecipes,8 servings
"
	Belgian Waffles Recipe - Allrecipes.com
",True,"['egg', 'egg']","[0.018000000000000002, 0.018000000000000002]",0.1728,4.5,allrecipes,8 waffles
Linzer Cookies Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,3 dozen
"
	Trim Raspberry Martini Recipe - Allrecipes.com
",False,[],0,0.0,4.4,allrecipes,1 cocktail
Creamy Lemon Pasta with Chicken Recipe | MyRecipes.com,True,"['cheese', 'chicken']","[0.08504847763225037, 0]",1.14815444803538,,myrecipes,4 Servings
"
	Apple Butter  Recipe from Betty Crocker
",False,[],0,0.0,,betty crocker,4 cups apple butter
Cranberry-Almond Chicken Salad Recipe | MyRecipes.com,True,['chicken'],[0],0.0,,myrecipes,Makes 6 servings
"
	Day Before Mashed Potatoes Recipe - Allrecipes.com
",True,['cheese'],[0.17009695526450075],2.29630889607076,4.6,allrecipes,8 servings
"
	Quiche Lorraine I Recipe - Allrecipes.com
",True,"['egg', 'cheese']","[0.018000000000000002, 0]",0.0864,4.5,allrecipes,6 servings
"
	Cajun Spice Seasoning Mix in a Jar Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,1 1/2 cups
"
	Peanut Butter Bars I Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,1 - 9x13 inch pan
"
	Easy Ground Beef Stroganoff Recipe - Allrecipes.com
",True,"['beef', 'beef']","[0.9070294784580498, 0]",24.489795918367346,3.8,allrecipes,6 servings
Baked Onions Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,Makes 4 to 6 servings
"
	Slow Cooker Mashed Potatoes Recipe - Allrecipes.com
",True,"['chicken', 'cheese']","[0, 0.2551454328967511]",3.4444633441061403,4.6,allrecipes,8 servings
Cheese Tortellini Pasta Salad Recipe | MyRecipes.com,True,['cheese'],[0.3118444179849181],4.209899642796394,,myrecipes,Makes 4 to 6 servings
"
	Creamy Pasta Primavera Recipe - Allrecipes.com
",True,"['cheese', 'cheese']","[0.2551454328967511, 0]",3.4444633441061403,3.9,allrecipes,6 servings
"
	Tilapia with Creamy Sauce Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,3.9,allrecipes,4 servings
"
	The Best Garlic Bread Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.2,allrecipes,12 servings
"
	Baked Pasta Recipe - Allrecipes.com
",True,"['beef', 'cheese', 'cheese']","[0.4535147392290249, 0, 0.02834949254408346]",12.6276161085288,4.2,allrecipes,8 servings
"
	Hot Fudge Sauce II Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,5 1/2 cups
Raspberry Creme Whoopie Pies Recipe | MyRecipes.com,True,['egg'],[0.012],0.0576,,myrecipes,18 whoopie pies
"









Spiced Black Bean Burgers Recipe
 at Epicurious.com",False,[],0,0.0,4.35,epicurious, 2 Servings; can be doubled
"
	Cauliflower Soup Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,4.1,allrecipes,4 to 6 servings
"
	Grandma's Polish Perogies Recipe - Allrecipes.com
",True,"['egg', 'egg', 'cheese', 'cheese']","[0.012, 0.006, 0, 0]",0.0864,4.7,allrecipes,60 perogies
"
	Oven Fries Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,6 servings
Blueberry Muffin Recipe : Paula Deen : Recipes : Food Network,True,['egg'],[0.006],0.0288,3,food network,12 muffins		
"
	Chinese Cabbage Salad Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,6 servings
Callaloo Recipe :   : Recipes : Food Network,True,['pork'],[0.11337868480725623],1.3718820861678003,3,food network,4 to 6 servings		
"
	Sausage Egg Casserole Recipe - Allrecipes.com
",True,"['pork', 'egg', 'cheese', 'cheese']","[0.3401360544217687, 0.06, 0.4819413732494188, 0.4535147392290249]",17.03230377696239,4.7,allrecipes,12 servings
"
	That's-a Meatloaf Recipe - Allrecipes.com
",True,"['beef', 'egg', 'cheese', 'cheese']","[0.9070294784580498, 0.012, 0, 0.17009695526450075]",26.843704814438105,4.4,allrecipes,8 servings
"
	Toffee Dessert Recipe - Allrecipes.com
",False,[],0,0.0,4.1,allrecipes,12 servings
"
	Spicy White Chili with Chicken Recipe - Allrecipes.com
",True,"['chicken', 'chicken']","[0, 0]",0.0,3.5,allrecipes,6 servings
"
	Pork Chops for the Slow Cooker Recipe - Allrecipes.com
",True,['pork'],[0],0.0,3.9,allrecipes,6 servings
Hollandaise Recipe : Alton Brown : Recipes : Food Network,True,['egg'],[0.018000000000000002],0.0864,4,food network,approximately 1 1/2 cups		
"
	Excellent and Healthy Cornbread Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.3,allrecipes,1 - 8x8 inch pan
"
	Chicken Enchiladas I Recipe - Allrecipes.com
",True,"['chicken', 'cheese', 'cheese']","[0, 0, 0]",0.0,4.5,allrecipes,8 servings
"
	Breakfast Pizza II Recipe - Allrecipes.com
",True,"['pork', 'cheese', 'cheese', 'egg']","[0.4535147392290249, 0.22679594035266767, 0.22679594035266767, 0.036000000000000004]",11.783818734193229,4.4,allrecipes,6 servings
Green Apple Martini Recipe :   : Recipes : Food Network,False,[],0,0.0,5,food network,2 cocktails		
"
	Pistachio Salad Recipe - Allrecipes.com
",False,[],0,0.0,3.4,allrecipes,6 servings
"









Sea Salt and Pepper Crackers Recipe
 at Epicurious.com",False,[],0,0.0,4.15,epicurious, Makes about 32 crackers
"
	Sue's Hot Fudge Sauce Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,1 quart
"
	Quick and Easy Clam Chowder Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,8 to 10 servings
"
	Roast Beef with Coffee Recipe - Allrecipes.com
",False,[],0,0.0,3.8,allrecipes,4 to 6 servings
Apple-Raisin Cole Slaw Recipe : Sunny Anderson : Recipes : Food Network,False,[],0,0.0,5,food network,8 to 10 servings		
"
	Kathy's Delicious Italian Pasta Salad Recipe - Allrecipes.com
",True,['cheese'],[0.45359188070533535],6.123490389522027,4.4,allrecipes,6 servings
"
	Real Welsh Rarebit Recipe - Allrecipes.com
",True,['cheese'],[0.22675736961451246],3.061224489795918,4.5,allrecipes,2 cups
"
	Chocolate Chess Pie I Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.4,allrecipes,1 -9 inch pie
"
	Rice Pilaf with Raisins and Veggies Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,5.0,allrecipes,6 servings
"
	Taco Bake  Recipe from Betty Crocker
",True,"['beef', 'cheese', 'egg']","[0.4535147392290249, 0.2834949254408346, 0.012]",16.12967945263494,,betty crocker,8 servings 
"









Pistachio Sea Bass with Crab Salad Recipe
 at Epicurious.com",True,['egg'],[0.006],0.0288,4.3,epicurious, Makes 6 servings
"Baby Spinach Salad with Roasted Red Onions, Pecans, Dried Cranberries, Crumbled Goat Cheese and Citrus Dressing Recipe : Food Network Kitchens : Recipes : Food Network",True,['cheese'],[0],0.0,5,food network,4 servings		
"Linguine with Lemon, Garlic and Thyme Mushrooms Recipe : Nigella Lawson : Recipes : Food Network",False,[],0,0.0,5,food network,4 to 6 servings		
"
	Grain and Nut Whole Wheat Pancakes Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.7,allrecipes,12 pancakes
Shrimp on the Barbie Recipe :   : Recipes : Food Network,False,[],0,0.0,5,food network,10 min
"









Pear Champagne Cocktail Recipe
 at Epicurious.com",False,[],0,0.0,5.0,epicurious, Serves 1
"
	Seven-Layer Bean Dip  Recipe from Betty Crocker
",True,"['cheese', 'cheese']","[0.2551454328967511, 0.2834949254408346]",7.271644837557408,,betty crocker,16 servings (1/2 cup each) 
"
	Green Tomato Relish Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,12 pints
"
	Chilaquiles II Recipe - Allrecipes.com
",True,"['egg', 'cheese']","[0.036000000000000004, 0]",0.1728,4.4,allrecipes,10 servings
"
	Onion Tart Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.6,allrecipes,1 9-inch pie or tart
"
	Slow Cooker Turkey Breast  Recipe from Betty Crocker
",True,['turkey'],[5.442176870748299],59.31972789115646,,betty crocker,8 servings 
"
	Watermelon Summer Salad Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.2,allrecipes,6 servings
"
	Mexican Bean Pie Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.5,allrecipes,6 servings
Homemade Pita Chips Recipe : Patrick and Gina Neely : Recipes : Food Network,False,[],0,0.0,5,food network,3 to 5 servings		
Barbecued Okra Recipe :   : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
"
	Easy Crock Pot Mac & Cheese  Recipe from Betty Crocker
",True,['cheese'],[0],0.0,,betty crocker,Servings
"
	Broccoli and Cauliflower Casserole Recipe - Allrecipes.com
",True,"['cheese', 'chicken']","[0.4535147392290249, 0.3331065373929807]",8.420884087603403,4.5,allrecipes,6 to 8 servings
Homemade Halloween Pops Recipe : Emeril Lagasse : Recipes : Food Network,False,[],0,0.0,4,food network,12 to 16 candy pops		
"
	Roasted Turkey Legs Recipe - Allrecipes.com
",True,['turkey'],[0],0.0,4.3,allrecipes,3 servings
"
	Sweet Onion Casserole  Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.0,allrecipes,1 2-quart dish
"
	Grilled Chipotle Marinated Chicken Recipe - Allrecipes.com
",True,['chicken'],[2.2675736961451247],15.646258503401361,4.7,allrecipes,12 servings
Lasagna Cupcakes with Sausage and Mango Chutney Recipe : Aarti Sequeira : Recipes : Food Network,True,['chicken'],[0.4535147392290249],3.129251700680272,5,food network,12 cupcakes		
"
	Sweet Coated Pecans Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.9,allrecipes,2 cups
Cranberry-Pineapple Gelatin Salad Recipe : Paula Deen : Recipes : Food Network,True,['cheese'],[0.2551454328967511],3.4444633441061403,5,food network,16 servings		
Mediterranean Tuna Salad Recipe | MyRecipes.com,True,['tuna'],[5.895691609977324],35.96371882086167,,myrecipes,3 servings (serving size: 1 cup tuna salad and 2 tomato slices)
"









Marshmallows Recipe
 at Epicurious.com",True,"['egg', 'egg']","[0.012, 0.0]",0.0576,4.85,epicurious, Makes about 96 marshmallows
Easy Redeye Gravy Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,Makes 6 servings
"
	Mom's Pumpkin Pie Recipe - Allrecipes.com
",True,"['egg', 'egg']","[0.018000000000000002, 0.006]",0.1152,4.5,allrecipes,1 - 9 inch pie
"
	Mango Salsa Recipe - Allrecipes.com
",False,[],0,0.0,4.7,allrecipes,8 servings
"
	Avocado Salad Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,6 servings
"
	Satay Sauce Recipe - Allrecipes.com
",False,[],0,0.0,4.1,allrecipes,1 1/2 cups
Lentil Stew Recipe : Emeril Lagasse : Recipes : Food Network,True,"['chicken', 'cheese']","[0, 0]",0.0,4,food network,4 servings		
"
	Microwave Pralines Recipe - Allrecipes.com
",False,[],0,0.0,4.4,allrecipes,3 dozen
"
	Vinegar and Egg Crust Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.8,allrecipes,1 - 9 inch double or 3 single crusts
"
	Clone of a Cinnabon Recipe - Allrecipes.com
",True,"['egg', 'cheese']","[0.012, 0.11339797017633384]",1.588472597380507,4.8,allrecipes,12 rolls
"
	Shortbread Pie Crust Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,3 - 9 inch pie crusts
Double Fudge Cake with Chocolate Buttercream Frosting Recipe : Ina Garten : Recipes : Food Network,True,['egg'],[0.018000000000000002],0.0864,3,food network,18 to 20 servings		
"
	Coleslaw I Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,12 servings
"
	Steamed Mussels II Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,4 servings
"
	Sour Cherry Pie Recipe - Allrecipes.com
",False,[],0,0.0,4.9,allrecipes,1 - 9 inch pie
"
	Chewy Granola Bars Recipe - Allrecipes.com
",False,[],0,0.0,4.2,allrecipes,3 dozen
"
	Platte County Pie Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.5,allrecipes,10 to 12 servings
"
	Protein Peanut Butter Chocolate Chip Cookies Recipe - Allrecipes.com
",True,['egg'],[0.018000000000000002],0.0864,4.5,allrecipes,2 dozen cookies
Mexican Tortilla Soup Recipe | MyRecipes.com,True,"['chicken', 'chicken', 'cheese']","[0.3401939105290015, 0.45359188070533535, 0]",5.477121959516925,,myrecipes,Makes 6 servings (serving size: 1 cup)
"
	Asian Style Meatloaf Recipe - Allrecipes.com
",True,"['beef', 'pork', 'egg']","[0.6802721088435374, 0.22675736961451246, 0.012]",21.168711111111108,4.2,allrecipes,8 servings
Lobster Risotto Recipe :   : Recipes : Food Network,False,[],0,0.0,4,food network,4 servings		
Flourless Chocolate Cake Recipe : Food Network Kitchens : Recipes : Food Network,True,['egg'],[0.036000000000000004],0.1728,4,food network,10 to 12 servings		
"
	Seasoned Turkey Burgers Recipe - Allrecipes.com
",True,"['turkey', 'egg']","[0.6802721088435374, 0.006]",7.443765986394558,4.4,allrecipes,6 servings
Pork Osso Bucco Recipe : Robert Irvine : Recipes : Food Network,True,['pork'],[0.9638827464988377],11.662981232635936,4,food network,6 portions		
"
	Easy Garlic-Lemon Scallops Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,6 servings
"









Grilled Bone-in Chicken Breasts and Pieces Recipe
 at Epicurious.com",True,['chicken'],[0],0.0,0.6,epicurious,
Sopa de Ajo Castellana (Castilian Garlic Soup) Recipe | MyRecipes.com,True,"['chicken', 'egg']","[0.5315529852015649, 0.024]",3.7829155978907982,,myrecipes,4 servings (serving size: 1 1/4 cups soup and 1/2 cup croutons)
"
	Spaghetti Squash Casserole Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,3.8,allrecipes,6 servings
Philly Steak Sandwiches Recipe : Rachael Ray : Recipes : Food Network,True,"['beef', 'beef', 'cheese']","[0, 0.6802721088435374, 0]",18.36734693877551,5,food network,4 servings		
Greek Spinach Dip Recipe | MyRecipes.com,True,['cheese'],[0],0.0,,myrecipes,2 1/2 cups (serving size: 1/4 cup)
"
	The Best Chicken Salad Ever Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,4.7,allrecipes,2 cups
"
	Chili Con Queso Dip I Recipe - Allrecipes.com
",True,['cheese'],[0.2834949254408346],3.827181493451267,3.9,allrecipes,6 to 8 servings
Stuffed Peppers Recipe | MyRecipes.com,True,['cheese'],[0.07087373136020865],0.9567953733628167,,myrecipes,4 servings (serving size: 1 stuffed pepper and 1/3 cup sauce)
Shore Is Good Seafood Dip Recipe : Paula Deen : Recipes : Food Network,False,[],0,0.0,5,food network,4 cups		
Panko-crusted Crab Cake Bites with Roasted Pepper-Chive Aioli Recipe | MyRecipes.com,True,['egg'],[0.006],0.0288,,myrecipes,Makes 24 crab cakes; 8 servings
"
	No Mayo Tuna Salad Recipe - Allrecipes.com
",True,"['egg', 'tuna']","[0.036000000000000004, 0.22679594035266767]",1.5562552361512727,3.9,allrecipes,6 servings
"
	Watergate Salad Recipe - Allrecipes.com
",False,[],0,0.0,4.7,allrecipes,8 servings
"
	Meat Pie (Tourtiere) Recipe - Allrecipes.com
",True,"['pork', 'egg']","[0.6802721088435374, 0.006]",8.260092517006802,4.5,allrecipes,1 - 9 inch deep dish pie
Panna Cotta with Balsamic Strawberries Recipe : Ina Garten : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
"









Vietnamese Duck Soup Recipe
 at Epicurious.com",True,['chicken'],[0],0.0,5.0,epicurious,
"
	Stuffed Green Peppers I Recipe - Allrecipes.com
",True,"['beef', 'cheese']","[0.4535147392290249, 0]",12.244897959183673,4.5,allrecipes,6 servings
"
	Mojito Cocktail Recipe - Allrecipes.com
",False,[],0,0.0,3.8,allrecipes,1 serving
"
	Banana Pudding II Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.3,allrecipes,4 servings
"
	Taco in a Bag  Recipe from Betty Crocker
",True,"['beef', 'cheese']","[0.5173782389295232, 0]",13.969212451097125,,betty crocker,1 taco
"
	Porketta Roast Recipe - Allrecipes.com
",True,['pork'],[1.8140589569160996],21.950113378684804,4.4,allrecipes,4 to 6 servings
"
	Hearty Oatmeal Loaf Recipe - Allrecipes.com
",False,[],0,0.0,4.7,allrecipes,1 - 1 1/2 pound loaf
Steamed Clams Recipe :   : Recipes : Food Network,False,[],0,0.0,5,food network,6 servings		
"
	Easier Chicken Marsala Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,4.5,allrecipes,4 servings
Basic Pizza Sauce Recipe : Sara Moulton : Recipes : Food Network,False,[],0,0.0,5,food network,"about 3 cups, or enough for 2		"
"
	Tater Tot Casserole  Recipe from Betty Crocker
",True,"['turkey', 'cheese']","[0.4535147392290249, 0]",4.9433106575963714,,betty crocker,Servings
"
	Popcorn Cake I Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,1 - 10 inch bundt
"
	Caldo de Res (Mexican Beef Soup) Recipe - Allrecipes.com
",True,"['beef', 'beef']","[0.9070294784580498, 0]",24.489795918367346,4.7,allrecipes,8 servings
"
	Easy Chicken Rice Casserole Recipe - Allrecipes.com
",True,"['chicken', 'chicken']","[0, 0.3614560299370641]",2.4940466065657425,3.8,allrecipes,6 servings
"
	Jalapeno Jelly Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,2 - (8 ounce) jars
"
	Stef's Super Cheesy Garlic Bread Recipe - Allrecipes.com
",True,"['cheese', 'cheese']","[0, 0]",0.0,4.6,allrecipes,8 servings
"
	Amish Peanut Butter Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,1.5 cups
"
	Apple Pork Chops Recipe - Allrecipes.com
",True,['pork'],[0],0.0,3.7,allrecipes,4 servings
"
	Chocolate Chip Cheese Ball Recipe - Allrecipes.com
",True,['cheese'],[0.2551454328967511],3.4444633441061403,4.7,allrecipes,2 cups
"
	Spinach Lasagna III Recipe - Allrecipes.com
",True,"['cheese', 'cheese', 'egg', 'cheese', 'cheese']","[0, 0, 0.006, 0.08504847763225037, 0]",1.17695444803538,4.6,allrecipes,12 servings
"
	Ham and Cheese Quiche Recipe - Allrecipes.com
",True,"['egg', 'cheese', 'cheese']","[0.018000000000000002, 0, 0]",0.0864,4.7,allrecipes,1 - 9 inch pie
"
	Carol's Chicken Salad Recipe - Allrecipes.com
",True,"['chicken', 'cheese']","[0, 0]",0.0,4.6,allrecipes,9 servings
Cinnamon Ice Cream Recipe :   : Recipes : Food Network,True,['egg'],[0.054],0.2592,4,food network,1 quart		
"
	Hash Brown Casserole I Recipe - Allrecipes.com
",True,['cheese'],[0],0.0,4.4,allrecipes,8 to 10 servings
"
	Smoked Salmon Pasta Salad Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,6 servings
"
	Tomato Basil Soup I Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,3.8,allrecipes,4 servings
"
	Blooming Onion Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.6,allrecipes,4 servings
"
	Chicken and Bacon Shish Kabobs Recipe - Allrecipes.com
",True,['chicken'],[0],0.0,4.7,allrecipes,6 servings
"
	Hello Dollies I Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,2 dozen
"
	Roasted Yams Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,2 servings
Peach Cobbler Recipe | MyRecipes.com,True,['egg'],[0.006],0.0288,,myrecipes,10 servings
"
	Venison Tenderloin Recipe - Allrecipes.com
",False,[],0,0.0,3.4,allrecipes,6 servings
Mini Chocolate-Meringue Cupcakes Recipe : Giada De Laurentiis : Recipes : Food Network,True,"['egg', 'egg']","[0.012, 0.018000000000000002]",0.14400000000000002,4,food network,18 to 20 mini cupcakes		
Oven-Baked Fried Chicken Recipe : Robin Miller : Recipes : Food Network,True,['chicken'],[0.22679594035266767],1.564891988433407,4,food network,4 servings		
Lemon Yogurt Cake Recipe : Ina Garten : Recipes : Food Network,True,['egg'],[0.018000000000000002],0.0864,5,food network,1 loaf		
"
	Momma Lamb's Famous Fruit Salad Recipe - Allrecipes.com
",False,[],0,0.0,3.9,allrecipes,6 servings
"
	Easy Corned Beef and Cabbage Recipe - Allrecipes.com
",True,['beef'],[1.8140589569160996],48.97959183673469,5.0,allrecipes,6 servings
"









Boneless, Skinless Chicken Breasts Recipe
 at Epicurious.com",True,['chicken'],[0],0.0,1.65,epicurious,
"
	Non-Alcoholic New Years Eve Punch Recipe - Allrecipes.com
",False,[],0,0.0,4.1,allrecipes,15 to 20 servings
Red Rooster Recipe : Emeril Lagasse : Recipes : Food Network,False,[],0,0.0,5,food network,2 quarts		
Roasted New Potatoes Recipe : Tyler Florence : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
"
	Malted Milk Ball Cupcakes  Recipe from Betty Crocker
",True,['egg'],[0.0],0.0,,betty crocker,24 cupcakes 
"
	Pickled Hot Peppers Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,10 cups
She-Crab Soup Recipe : Emeril Lagasse : Recipes : Food Network,True,['egg'],[0.006],0.0288,4,food network,4 to 6 servings		
"Spinach, Strawberry, and Hearts of Palm Salad Recipe : Paula Deen : Recipes : Food Network",False,[],0,0.0,5,food network,12 servings		
"
	Giblet Gravy I Recipe - Allrecipes.com
",True,"['turkey', 'chicken', 'chicken', 'egg']","[0, 0, 0.4677666269773771, 0.024]",3.342789726143902,4.2,allrecipes,1 quart
"
	Yellow Squash Casserole Recipe - Allrecipes.com
",True,"['cheese', 'egg']","[0, 0.012]",0.0576,4.6,allrecipes,1 - 9x13 inch pan
"
	Penne, Tomato, and Mozzarella Salad Recipe - Allrecipes.com
",True,"['cheese', 'cheese']","[0.1417474627204173, 0]",1.9135907467256335,4.3,allrecipes,6 servings
"
	Low-Salt White Bread Recipe - Allrecipes.com
",False,[],0,0.0,4.0,allrecipes,2 loaves
"
	Buttermilk Pie II Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,3.7,allrecipes,1 - 9 inch pie
"
	Super-Good Oatmeal Recipe - Allrecipes.com
",False,[],0,0.0,4.4,allrecipes,1 serving
Whole Roasted Rib-Eye Roll Recipe : Emeril Lagasse : Recipes : Food Network,False,[],0,0.0,5,food network,6 to 8 servings		
"
	Swiss Chicken Casserole I Recipe - Allrecipes.com
",True,"['chicken', 'cheese', 'chicken']","[0, 0, 0.3331065373929807]",2.298435108011567,4.4,allrecipes,6 servings
"
	Vegetable Dip Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,1 cup
"
	Fresh Fig Cookies Recipe - Allrecipes.com
",True,['egg'],[0.006],0.0288,4.1,allrecipes,3 dozen
"
	Crushed Pineapple Sour Cream Pie Recipe - Allrecipes.com
",False,[],0,0.0,4.3,allrecipes,1 pie
"
	Crunchy Pea and Water Chestnut Salad Recipe - Allrecipes.com
",False,[],0,0.0,0.0,allrecipes,4 servings
Streusel Topping Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,Makes 4 cups
Peanut Butter Cake Recipe : Paula Deen : Recipes : Food Network,True,['egg'],[0.018000000000000002],0.0864,4,food network,12 to 16 servings		
Glazed Smoked Ham Recipe : Food Network Kitchens : Recipes : Food Network,True,['chicken'],[0],0.0,5,food network,8 to 10 servings		
"Roasted Chicken with Onions, Potatoes, and Gravy Recipe | MyRecipes.com",True,"['chicken', 'chicken']","[2.2675736961451247, 0.4252423881612519]",18.580430981714,,myrecipes,"6 servings (serving size: about 4 ounces chicken, 1 1/3 cups onion mixture, and 1/3 cup gravy)"
"
	Hearty Chicken Rice Soup  Recipe from Betty Crocker
",True,"['chicken', 'chicken']","[0.05669898508816692, 0]",0.39122299710835173,,betty crocker,4 servings (1 1/2 cups each)
"
	Blackened Salmon Fillets Recipe - Allrecipes.com
",False,[],0,0.0,4.6,allrecipes,4 servings
Chicken-Orange Stir-Fry Recipe | MyRecipes.com,True,['chicken'],[0.22675736961451246],1.564625850340136,,myrecipes,"4 servings (serving size: 1 1/2 cups chicken mixture, 3/4 cup rice, and 1 1/2 teaspoons almond)"
"
	Spicy Ranch Dressing Recipe - Allrecipes.com
",False,[],0,0.0,3.3,allrecipes,2 cups
"
	Zucchini Pie with Crumb Topping Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.4,allrecipes,6 servings
"
	Tex-Mex Chicken Salad  Recipe from Betty Crocker
",True,"['chicken', 'cheese']","[3.401360544217687, 0.07087373136020865]",24.426183128464857,,betty crocker,6 servings
"
	Green Bean Casserole  Recipe from Betty Crocker
",False,[],0,0.0,,betty crocker,8 servings
Indian Eggplant And Potato Curry Recipe - Taste.com.au,True,['egg'],[0.018000000000000002],0.0864,4.5,taste,Ingredients (serves 1)
"
	Fruit Punch Recipe - Allrecipes.com
",False,[],0,0.0,4.8,allrecipes,60 (4 ounce) servings
"
	Coconut Cream Pie Recipe - Allrecipes.com
",True,['egg'],[0.024],0.1152,4.7,allrecipes,8 servings
Southwestern Pulled Brisket Sandwiches Recipe : Food Network Kitchens : Recipes : Food Network,True,['beef'],[1.3605442176870748],36.73469387755102,5,food network,4 servings		
Italian Sausages with Lentils Recipe : Nigella Lawson : Recipes : Food Network,False,[],0,0.0,5,food network,4 servings		
The Baked Potato Recipe :   : Recipes : Food Network,False,[],0,0.0,5,food network,1 potato per person		
"
	Kale Soup Recipe - Allrecipes.com
",True,['pork'],[0],0.0,4.5,allrecipes,12 servings
Beef Mushroom Barley Soup Recipe :   : Recipes : Food Network,True,['beef'],[1.2471655328798186],33.6734693877551,4,food network,6 to 8 servings		
Thai Coconut Chicken Soup Recipe : Tyler Florence : Recipes : Food Network,True,"['chicken', 'chicken', 'chicken']","[0, 0, 2.0408163265306123]",14.081632653061225,5,food network,4 servings		
"
	Ham and Bean Soup II Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,6 to 8 servings
"
	Chickpea Salad with Red Onion and Tomato Recipe - Allrecipes.com
",False,[],0,0.0,4.5,allrecipes,4 servings
Chocolate Mousse Cake Recipe - Taste.com.au,True,"['egg', 'cheese']","[0.024, 0]",0.1152,4.5,taste,Ingredients (serves 4)
Zesty Chicken Marinade Recipe | MyRecipes.com,False,[],0,0.0,,myrecipes,Makes about 1/2 cup (enough for 4 chicken breast halves)
"
	Chili Rellenos Casserole Recipe - Allrecipes.com
",True,"['cheese', 'cheese', 'egg']","[0.22679594035266767, 0.22679594035266767, 0.012]",6.181090389522027,4.3,allrecipes,6 servings
"
	Milly's Oatmeal Brownies  Recipe - Allrecipes.com
",True,['egg'],[0.012],0.0576,4.6,allrecipes,1 9x13-inch pan
Cranberry Fruit Conserve Recipe : Ina Garten : Recipes : Food Network,False,[],0,0.0,5,food network,4 cups		
"
	Santa Fe Soup Recipe - Allrecipes.com
",True,"['beef', 'cheese']","[0.4535147392290249, 0.4535147392290249]",18.36734693877551,4.3,allrecipes,8 servings
"
	Steak Tip Marinade Recipe - Allrecipes.com
",True,"['beef', 'beef']","[0.9070294784580498, 0.9070294784580498]",48.97959183673469,4.6,allrecipes,8 servings
"
	Cheesy Hash Browns  Recipe - Allrecipes.com
",True,"['chicken', 'cheese']","[0.3331065373929807, 3.6281179138321993]",51.27802694474626,0.0,allrecipes,4 servings
"
	Spooky Kooky Cupcakes  Recipe from Betty Crocker
",True,['egg'],[0.0],0.0,,betty crocker,24 cupcakes
